RHEA_ID	DIRECTION	MASTER_ID	ID
23733	LR	23732	R-HSA-191414.2
23806	RL	23804	R-HSA-446185.2
23821	LR	23820	R-HSA-6787632.2
23845	LR	23844	R-HSA-8959719.3
23885	LR	23884	R-HSA-5359451.2
23917	LR	23916	R-HSA-8863761.1
23921	LR	23920	R-HSA-73800.3
23984	UN	23984	R-HSA-6807055.3
24021	LR	24020	R-HSA-70573.4
24065	LR	24064	R-HSA-189439.4
24153	LR	24152	R-HSA-174389.4
24249	LR	24248	R-HSA-389684.4
24249	LR	24248	R-HSA-904864.4
24293	LR	24292	R-HSA-70542.5
24298	RL	24296	R-HSA-73571.4
24385	LR	24384	R-HSA-197271.3
24389	LR	24388	R-HSA-74376.5
24390	RL	24388	R-HSA-74372.4
24405	LR	24404	R-HSA-6788597.2
24405	LR	24404	R-HSA-74180.3
24409	LR	24408	R-HSA-5693346.2
24425	LR	24424	R-HSA-198813.4
24505	LR	24504	R-HSA-1237119.2
24510	RL	24508	R-HSA-2161651.4
24521	LR	24520	R-HSA-70940.6
24577	LR	24576	R-HSA-449937.3
24577	LR	24576	R-HSA-6788912.3
24577	LR	24576	R-HSA-71732.8
24593	LR	24592	R-HSA-1483190.2
24601	LR	24600	R-HSA-1614544.3
24617	LR	24616	R-HSA-5693390.2
24617	LR	24616	R-HSA-5696822.2
24617	LR	24616	R-HSA-6810594.2
24617	LR	24616	R-HSA-8862137.3
24618	RL	24616	R-HSA-804969.3
24671	LR	24670	R-HSA-9727347.3
24675	LR	24674	R-HSA-109903.4
24675	LR	24674	R-HSA-73599.4
24675	LR	24674	R-HSA-8954327.2
24735	LR	24734	R-HSA-880033.3
24736	RL	24734	R-HSA-880002.4
25017	UN	25017	R-HSA-199456.5
25035	RL	25033	R-HSA-2464803.3
25035	RL	25033	R-HSA-2464822.2
25035	RL	25033	R-HSA-2465940.2
25035	RL	25033	R-HSA-5419165.2
25035	RL	25033	R-HSA-5615668.2
25035	RL	25033	R-HSA-5623643.2
25095	LR	25094	R-HSA-6788798.2
25095	LR	25094	R-HSA-6788810.2
25095	LR	25094	R-HSA-73548.6
25096	RL	25094	R-HSA-75125.6
25105	LR	25104	R-HSA-964958.2
25109	LR	25108	R-HSA-964962.2
25121	UN	25121	R-HSA-6783883.3
25144	LR	25143	R-HSA-71217.3
25157	LR	25156	R-HSA-196753.4
25161	LR	25160	R-HSA-70654.5
25162	RL	25160	R-HSA-70666.5
25218	LR	25217	R-HSA-209792.2
25254	LR	25253	R-HSA-4085028.3
25266	LR	25265	R-HSA-141200.2
25270	LR	25269	R-HSA-209903.2
25278	LR	25277	R-HSA-111955.2
25278	LR	25277	R-HSA-111962.3
25278	LR	25277	R-HSA-162425.5
25278	LR	25277	R-HSA-418553.3
25278	LR	25277	R-HSA-9629675.4
25278	LR	25277	R-HSA-9644869.3
25278	LR	25277	R-HSA-9705507.2
25278	LR	25277	R-HSA-9708261.2
25278	LR	25277	R-HSA-9865748.1
25291	LR	25290	R-HSA-71707.3
25295	LR	25294	R-HSA-5696091.2
25295	LR	25294	R-HSA-71691.3
25295	LR	25294	R-HSA-71723.3
25312	LR	25311	R-HSA-389842.6
25356	LR	25355	R-HSA-389611.3
25426	RL	25424	R-HSA-74215.6
25481	LR	25480	R-HSA-74177.4
25569	LR	25568	R-HSA-8869606.4
25569	LR	25568	R-HSA-8869607.4
25577	LR	25576	R-HSA-189423.3
25581	LR	25580	R-HSA-6787677.2
25626	LR	25625	R-HSA-5696131.2
25675	LR	25674	R-HSA-6810410.3
25801	LR	25800	R-HSA-141351.2
25805	LR	25804	R-HSA-141341.2
25813	LR	25812	R-HSA-141348.2
26132	UN	26132	R-HSA-426043.2
26137	LR	26136	R-HSA-5693742.3
26137	LR	26136	R-HSA-5693751.3
26338	LR	26337	R-HSA-5696838.2
26390	LR	26389	R-HSA-5164399.2
26427	LR	26426	R-HSA-504054.5
26427	LR	26426	R-HSA-73647.5
26527	LR	26526	R-HSA-5676637.3
26527	LR	26526	R-HSA-8957389.3
26560	RL	26558	R-HSA-77314.3
27429	UN	27429	R-HSA-5221130.4
27430	LR	27429	R-HSA-75899.5
27455	RL	27453	R-HSA-209921.2
27518	UN	27518	R-HSA-428690.4
27518	UN	27518	R-HSA-428696.4
27647	LR	27646	R-HSA-74242.6
27648	RL	27646	R-HSA-112033.6
27671	LR	27670	R-HSA-1855154.3
27675	LR	27674	R-HSA-482619.4
27676	RL	27674	R-HSA-482621.4
27802	UN	27802	R-HSA-2162253.5
27814	UN	27814	R-HSA-429749.3
27950	UN	27950	R-HSA-352103.2
27950	UN	27950	R-HSA-352107.2
27950	UN	27950	R-HSA-352158.2
27950	UN	27950	R-HSA-352191.3
27950	UN	27950	R-HSA-352232.4
28151	LR	28150	R-HSA-351208.2
28219	LR	28218	R-HSA-6789031.2
28219	LR	28218	R-HSA-6789126.3
28235	LR	28234	R-HSA-70655.4
28236	RL	28234	R-HSA-70667.4
28343	LR	28342	R-HSA-2509838.6
28355	LR	28354	R-HSA-77345.3
28359	LR	28358	R-HSA-77274.3
28486	UN	28486	R-HSA-1362417.2
28486	UN	28486	R-HSA-442368.3
