RHEA_ID	DIRECTION	MASTER_ID	ID
12965	UN	12965	GO:0047912
12969	UN	12969	GO:0008889
12973	UN	12973	GO:0004017
12977	UN	12977	GO:0050187
12981	UN	12981	GO:0050313
12985	UN	12985	GO:0008424
12989	UN	12989	GO:0047398
12997	UN	12997	GO:0047169
13001	UN	13001	GO:0050533
13005	UN	13005	GO:0030776
13009	UN	13009	GO:0004061
13013	UN	13013	GO:0047276
13017	UN	13017	GO:0004845
13021	UN	13021	GO:0018489
13029	UN	13029	GO:0050122
13033	UN	13033	GO:0050044
13037	UN	13037	GO:0047692
13041	UN	13041	GO:0004167
13053	UN	13053	GO:0047312
13057	UN	13057	GO:0050124
13065	UN	13065	GO:0016887
13069	UN	13069	GO:0004305
13073	UN	13073	GO:0008894
13077	UN	13077	GO:0047328
13081	UN	13081	GO:0047708
13085	UN	13085	GO:0047200
13089	UN	13089	GO:0042279
13093	UN	13093	GO:0003851
13097	UN	13097	GO:0019171
13101	UN	13101	GO:0016153
13105	UN	13105	GO:0047954
13117	UN	13117	GO:0047458
13121	UN	13121	GO:0004765
13125	UN	13125	GO:0047140
13129	UN	13129	GO:0050644
13133	UN	13133	GO:0004168
13137	UN	13137	GO:0030796
13141	UN	13141	GO:0047727
13149	UN	13149	GO:0003959
13161	UN	13161	GO:0008743
13169	UN	13169	GO:0050076
13173	UN	13173	GO:0050609
13177	UN	13177	GO:0047441
13181	UN	13181	GO:0015414
13185	UN	13185	GO:0004418
13189	UN	13189	GO:0047714
13193	UN	13193	GO:0034023
13197	UN	13197	GO:0046507
13201	UN	13201	GO:0015068
13205	UN	13205	GO:0051748
13213	UN	13213	GO:0036243
13217	UN	13217	GO:0004777
13233	UN	13233	GO:0047975
13237	UN	13237	GO:0004360
13241	UN	13241	GO:0050201
13245	UN	13245	GO:0004451
13249	UN	13249	GO:0050574
13253	UN	13253	GO:0052726
13265	UN	13265	GO:0015069
13269	UN	13269	GO:0004348
13273	UN	13273	GO:0047363
13277	UN	13277	GO:0071160
13281	UN	13281	GO:0047015
13285	UN	13285	GO:0004357
13289	UN	13289	GO:0003975
13301	UN	13301	GO:0047195
13305	UN	13305	GO:0050284
13309	UN	13309	GO:0050608
13313	UN	13313	GO:0008115
13317	UN	13317	GO:0050319
13321	UN	13321	GO:0047867
13325	UN	13325	GO:0047004
13329	UN	13329	GO:0047571
13333	UN	13333	GO:0047386
13337	UN	13337	GO:0050389
13345	UN	13345	GO:0004660
13349	UN	13349	GO:0030795
13353	UN	13353	GO:0047356
13357	UN	13357	GO:0047565
13361	UN	13361	GO:0047348
13369	UN	13369	GO:0034009
13377	UN	13377	GO:0050190
13381	UN	13381	GO:0008775
13385	UN	13385	GO:0050410
13389	UN	13389	GO:0004361
13397	UN	13397	GO:0018483
13401	UN	13401	GO:0047885
13405	UN	13405	GO:0047634
13409	UN	13409	GO:0033739
13413	UN	13413	GO:0047628
13417	UN	13417	GO:0050399
13421	UN	13421	GO:0047444
13425	UN	13425	GO:0047405
13429	UN	13429	GO:0050518
13437	UN	13437	GO:0050412
13441	UN	13441	GO:0034011
13445	UN	13445	GO:0017159
13453	UN	13453	GO:0047894
13457	UN	13457	GO:0003863
13465	UN	13465	GO:0047189
13469	UN	13469	GO:0052620
13481	UN	13481	GO:0004825
13485	UN	13485	GO:0047802
13489	UN	13489	GO:0050328
13497	UN	13497	GO:0047590
13501	UN	13501	GO:0004075
13505	UN	13505	GO:0033713
13509	UN	13509	GO:0003977
13513	UN	13513	GO:0004589
13517	UN	13517	GO:0004798
13521	UN	13521	GO:0004458
13525	UN	13525	GO:0018683
13529	UN	13529	GO:0047510
13537	UN	13537	GO:0050504
13545	UN	13545	GO:0097007
13549	UN	13549	GO:0047341
13553	UN	13553	GO:0004335
13557	UN	13557	GO:0004363
13561	UN	13561	GO:0047850
13565	UN	13565	GO:0047355
13573	UN	13573	GO:0047262
